"","rank","fname","lname","country","best_qual","final","fall_qual","false_start_qual","fall_final","false_start_final","sex","event_id","lane_a","lane_b","fall_lane_a","false_start_lane_a","fall_lane_b","false_start_lane_b","quarter","semi","small_final","big_final","fall_quarter","fall_semi","fall_small_final","fall_big_final","false_start_quarter","false_start_semi","false_start_small_final","false_start_big_final","first_round","fall_first_round","false_start_first_round"
"467",2,"anouck","jaubert","FRA",8.13,8.11,FALSE,FALSE,FALSE,FALSE,"F","908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",3,"edyta","ropek","POL",8.57,12.31,FALSE,FALSE,FALSE,FALSE,"F","908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",4,"iuliia","kaplina","RUS",8.36,NA,FALSE,FALSE,TRUE,FALSE,"F","908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",5,"aleksandra","miroslaw","POL",8.92,8.57,FALSE,FALSE,FALSE,FALSE,"F","908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",6,"alla","marenych","UKR",9.04,10.03,FALSE,FALSE,FALSE,FALSE,"F","908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",7,"klaudia","buczek","POL",8.84,10.52,FALSE,FALSE,FALSE,FALSE,"F","908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",8,"anna","tsyganova","RUS",8.37,14.66,FALSE,FALSE,FALSE,FALSE,"F","908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",9,"alexandra","elmer","AUT",9.62,NA,FALSE,FALSE,FALSE,FALSE,"F","908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",10,"nina","lach","AUT",9.72,NA,FALSE,FALSE,FALSE,FALSE,"F","908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",11,"svetlana","motovilova","RUS",9.79,NA,FALSE,FALSE,FALSE,FALSE,"F","908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",12,"andrea","rojas","ECU",10.92,NA,FALSE,FALSE,FALSE,FALSE,"F","908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",13,"zhuoma","pubu","CHN",13.02,NA,FALSE,FALSE,FALSE,FALSE,"F","908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",14,"risa","ota","JPN",20.72,NA,FALSE,FALSE,FALSE,FALSE,"F","908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",15,"jain","kim","KOR",21.17,NA,FALSE,FALSE,FALSE,FALSE,"F","908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",16,"anna","brozek","POL",NA,NA,TRUE,FALSE,FALSE,FALSE,"F","908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",1,"anouck","jaubert","FRA",7.78,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",2,"iuliia","kaplina","RUS",7.64,NA,FALSE,FALSE,FALSE,TRUE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",3,"mariia","krasavina","RUS",7.97,8.02,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",4,"anna","tsyganova","RUS",8.12,10.54,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",5,"edyta","ropek","POL",8.26,8.13,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",6,"yuliya","levochkina","RUS",8.67,8.23,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",7,"aleksandra","miroslaw","POL",8.52,9.5,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",8,"elena","timofeeva","RUS",8.32,9.81,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",9,"klaudia","buczek","POL",8.61,8.46,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",10,"alla","marenych","UKR",8.76,8.62,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",11,"yana","lugovenko","UKR",8.95,8.87,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",12,"aurelia","sarisson","FRA",8.97,9.03,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",13,"alina","gaidamakina","RUS",8.7,9.06,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",14,"svetlana","motovilova","RUS",9.12,9.47,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",15,"patrycja","chudziak","POL",8.67,9.89,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",16,"anna","brozek","POL",8.93,12.22,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",17,"anastasiia","golikova","RUS",9.32,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",18,"nina","lach","AUT",9.38,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",19,"alexandra","elmer","AUT",9.49,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",20,"monika","prokopiuk-kawecka","POL",9.6,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",21,"andrea","rojas","ECU",9.61,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",22,"farnaz","esmaeilzadeh","IRI",9.66,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",23,"victoire","andrier","FRA",9.75,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",24,"margaux","deschamps","FRA",9.88,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",25,"stefanie","pichler","AUT",10.22,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",25,"margaryta","zakharova","UKR",10.22,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",27,"silvia","porta","ITA",10.79,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",28,"giorgia","randi","ITA",10.93,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",29,"alison","stewart-patterson","CAN",11.55,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",30,"daria","kan","RUS",11.86,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",31,"giulia","fossali","ITA",12.19,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",32,"ginevra","casellato","ITA",12.27,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",33,"charlotte","durif","FRA",12.33,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",34,"jessica","pilz","AUT",13.57,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",35,"mina","markovic","SLO",20.22,NA,FALSE,FALSE,FALSE,FALSE,"F","902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",1,"anouck","jaubert","FRA",8.42,7.9,FALSE,FALSE,FALSE,FALSE,"F","901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",2,"anna","tsyganova","RUS",8.29,8.18,FALSE,FALSE,FALSE,FALSE,"F","901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",3,"iuliia","kaplina","RUS",8.1,7.71,FALSE,FALSE,FALSE,FALSE,"F","901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",4,"mariia","krasavina","RUS",8.22,7.76,FALSE,FALSE,FALSE,FALSE,"F","901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",5,"edyta","ropek","POL",8.8,8.4,FALSE,FALSE,FALSE,FALSE,"F","901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",6,"aleksandra","miroslaw","POL",9.12,8.41,FALSE,FALSE,FALSE,FALSE,"F","901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",7,"patrycja","chudziak","POL",9.09,8.79,FALSE,FALSE,FALSE,FALSE,"F","901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",8,"klaudia","buczek","POL",9.48,10.57,FALSE,FALSE,FALSE,FALSE,"F","901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",9,"monika","prokopiuk-kawecka","POL",9.41,9.07,FALSE,FALSE,FALSE,FALSE,"F","901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",10,"tamara","ulzhabayeva","KAZ",9.27,9.1,FALSE,FALSE,FALSE,FALSE,"F","901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",11,"nina","lach","AUT",9.52,9.34,FALSE,FALSE,FALSE,FALSE,"F","901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",12,"alla","marenych","UKR",8.9,10.14,FALSE,FALSE,FALSE,FALSE,"F","901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",13,"assel","marlenova","KAZ",10.45,10.19,FALSE,FALSE,FALSE,FALSE,"F","901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",14,"alexandra","zhiznevskaya","KAZ",11.59,11.54,FALSE,FALSE,FALSE,FALSE,"F","901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",15,"anna","brozek","POL",9.9,NA,FALSE,FALSE,TRUE,FALSE,"F","901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",16,"aurelia","sarisson","FRA",11.52,NA,FALSE,FALSE,TRUE,FALSE,"F","901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",1,"mariia","krasavina","RUS",8.01,7.92,FALSE,FALSE,FALSE,FALSE,"F","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",2,"edyta","ropek","POL",8.69,8.16,FALSE,FALSE,FALSE,FALSE,"F","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",3,"iuliia","kaplina","RUS",7.56,8.02,FALSE,FALSE,FALSE,FALSE,"F","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",4,"anouck","jaubert","FRA",8.27,NA,FALSE,FALSE,TRUE,FALSE,"F","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537",5,"anna","tsyganova","RUS",9.34,8.3,FALSE,FALSE,FALSE,FALSE,"F","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",6,"aleksandra","miroslaw","POL",8.83,8.46,FALSE,FALSE,FALSE,FALSE,"F","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",7,"patrycja","chudziak","POL",8.98,8.76,FALSE,FALSE,FALSE,FALSE,"F","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",8,"anna","brozek","POL",9.86,10.4,FALSE,FALSE,FALSE,FALSE,"F","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",9,"tamara","ulzhabayeva","KAZ",8.93,8.94,FALSE,FALSE,FALSE,FALSE,"F","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",10,"monika","prokopiuk-kawecka","POL",9.46,9.23,FALSE,FALSE,FALSE,FALSE,"F","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",11,"klaudia","buczek","POL",10.28,9.28,FALSE,FALSE,FALSE,FALSE,"F","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",12,"assel","marlenova","KAZ",9.95,9.6,FALSE,FALSE,FALSE,FALSE,"F","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",13,"nina","lach","AUT",9.16,10.5,FALSE,FALSE,FALSE,FALSE,"F","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",14,"alexandra","zhiznevskaya","KAZ",10.77,11.37,FALSE,FALSE,FALSE,FALSE,"F","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",15,"alla","marenych","UKR",8.76,11.45,FALSE,FALSE,FALSE,FALSE,"F","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",16,"mingxin, judith","sim","SGP",15,13.33,FALSE,FALSE,FALSE,FALSE,"F","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",1,"iuliia","kaplina","RUS",7.9,7.82,FALSE,FALSE,FALSE,FALSE,"F","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",2,"mariia","krasavina","RUS",8.13,8.71,FALSE,FALSE,FALSE,FALSE,"F","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",3,"anna","tsyganova","RUS",8.63,8.03,FALSE,FALSE,FALSE,FALSE,"F","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",4,"anouck","jaubert","FRA",7.98,11.27,FALSE,FALSE,FALSE,FALSE,"F","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",5,"aleksandra","miroslaw","POL",8.77,8.64,FALSE,FALSE,FALSE,FALSE,"F","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",6,"klaudia","buczek","POL",8.68,8.72,FALSE,FALSE,FALSE,FALSE,"F","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",7,"farnaz","esmaeilzadeh","IRI",9.13,9,FALSE,FALSE,FALSE,FALSE,"F","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",8,"patrycja","chudziak","POL",8.73,10.84,FALSE,FALSE,FALSE,FALSE,"F","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",9,"edyta","ropek","POL",9.32,8.73,FALSE,FALSE,FALSE,FALSE,"F","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",10,"monika","prokopiuk-kawecka","POL",9.47,8.96,FALSE,FALSE,FALSE,FALSE,"F","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",11,"erica","meister","USA",10.08,10.46,FALSE,FALSE,FALSE,FALSE,"F","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",12,"aurelia","sarisson","FRA",8.82,11.14,FALSE,FALSE,FALSE,FALSE,"F","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",13,"alison","stewart-patterson","CAN",10.83,11.21,FALSE,FALSE,FALSE,FALSE,"F","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",14,"sidney","trinidad","USA",10.46,11.47,FALSE,FALSE,FALSE,FALSE,"F","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",15,"elena","moss","CAN",13.14,13.13,FALSE,FALSE,FALSE,FALSE,"F","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",16,"maggy","dube-laroche","CAN",13.69,NA,FALSE,FALSE,TRUE,FALSE,"F","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",17,"evelyna","trottier","CAN",17.15,NA,FALSE,FALSE,FALSE,FALSE,"F","897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",1,"klaudia","buczek","POL",8.71,8.65,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",2,"iuliia","kaplina","RUS",8.14,9.66,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",3,"anna","tsyganova","RUS",8.8,7.94,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",4,"anouck","jaubert","FRA",7.98,8.02,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",5,"elma","fleuret","FRA",8.92,8.88,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",6,"aleksandra","miroslaw","POL",8.42,9.87,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",7,"svetlana","motovilova","RUS",9.02,10.65,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",8,"aurelia","sarisson","FRA",8.78,NA,FALSE,FALSE,TRUE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",9,"anna","brozek","POL",9.39,8.67,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",10,"edyta","ropek","POL",9.39,9.25,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",11,"victoire","andrier","FRA",9.28,9.36,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",12,"di","niu","CHN",9.54,9.5,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",13,"nina","lach","AUT",9.6,9.61,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",14,"zhuoma","pubu","CHN",10.24,10.66,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",15,"cuilian","he","CHN",9.35,10.99,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",16,"alla","marenych","UKR",9.32,11.16,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",17,"lamu","renqing","CHN",11.76,NA,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",18,"azam","karami","IRI",12.5,NA,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",19,"yuzhen","baima","CHN",12.62,NA,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",20,"renzeng","zhuoma","CHN",13.85,NA,FALSE,FALSE,FALSE,FALSE,"F","1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",1,"anouck","jaubert","FRA",8.55,8.1,FALSE,FALSE,FALSE,FALSE,"F","951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
