"","rank","fname","lname","country","best_qual","final","fall_qual","false_start_qual","fall_final","false_start_final","sex","event_id","lane_a","lane_b","fall_lane_a","false_start_lane_a","fall_lane_b","false_start_lane_b","first_round","quarter","semi","small_final","big_final","fall_first_round","fall_quarter","fall_semi","fall_small_final","fall_big_final","false_start_first_round","false_start_quarter","false_start_semi","false_start_small_final","false_start_big_final","tomoa_skip","year","start_date","end_date","event"
"610",22,"ryan","yeo xu hong","SGP",8.2,NA,FALSE,FALSE,FALSE,FALSE,"M",900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-20,2015-06-21,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015"
"611",23,"jekyoung","hyun","KOR",8.3,NA,FALSE,FALSE,FALSE,FALSE,"M",900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-20,2015-06-21,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015"
"612",24,"sean","mccoll","CAN",8.41,NA,FALSE,FALSE,FALSE,FALSE,"M",900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-20,2015-06-21,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015"
"613",25,"kanat","egizbayev","KAZ",8.63,NA,FALSE,FALSE,FALSE,FALSE,"M",900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-20,2015-06-21,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015"
"614",26,"daehyeon","kwon","KOR",8.73,NA,FALSE,FALSE,FALSE,FALSE,"M",900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-20,2015-06-21,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015"
"615",27,"chi-fung","au","HKG",9.61,NA,FALSE,FALSE,FALSE,FALSE,"M",900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-20,2015-06-21,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015"
"616",1,"qixin","zhong","CHN",6.2,5.79,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"617",2,"danyil","boldyrev","UKR",5.89,6.72,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"618",3,"reza","alipour shenazandifard","IRI",6.24,6.02,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"619",4,"stanislav","kokorin","RUS",6.38,6.15,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"620",5,"libor","hroza","CZE",6.23,6.34,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"621",6,"bassa","mawem","FRA",6.35,8.22,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"622",7,"quentin","nambot","FRA",6.64,8.42,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"623",8,"marcin","dzienski","POL",6.13,9.14,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"624",9,"amir","maimuratov","KAZ",6.76,6.32,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"625",10,"jedrzej","komosinski","POL",6.67,6.44,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"626",11,"aleksandr","shilov","RUS",6.9,6.63,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"627",12,"evgenii","vaitsekhovskii","RUS",6.73,6.68,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"628",13,"sergei","luzhetskii","RUS",7.25,7.29,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"629",14,"leonardo","gontero","ITA",7,7.63,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"630",15,"robert","stewart-patterson","CAN",6.87,7.84,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"631",16,"zhiyong","ou","CHN",7.11,NA,FALSE,FALSE,TRUE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"632",17,"rishat","khaibullin","KAZ",7.29,NA,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"633",18,"sungjoon","chae","KOR",7.49,NA,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"634",19,"hyunjae","kim","KOR",7.5,NA,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"635",20,"penghui","lin","CHN",7.53,NA,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"636",21,"tomasz","sordyl","POL",8.13,NA,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"637",22,"kanat","egizbayev","KAZ",8.25,NA,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"638",23,"jungju","kim","KOR",8.36,NA,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"639",24,"chi-fung","au","HKG",9.35,NA,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"640",25,"jekyoung","hyun","KOR",10.72,NA,FALSE,FALSE,FALSE,FALSE,"M",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"641",1,"libor","hroza","CZE",5.82,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"642",2,"danyil","boldyrev","UKR",5.94,NA,FALSE,FALSE,FALSE,TRUE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"643",3,"qixin","zhong","CHN",6.17,5.95,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"644",4,"marcin","dzienski","POL",6.17,6.05,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"645",5,"amir","maimuratov","KAZ",6.21,6.17,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"646",6,"guillaume","moro","FRA",6.27,6.99,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"647",7,"stanislav","kokorin","RUS",6.3,7.01,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"648",8,"aleksandr","shilov","RUS",6.37,7.05,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"649",9,"dmitrii","timofeev","RUS",6.34,6.16,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"650",10,"quentin","nambot","FRA",6.42,6.41,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"651",11,"alessandro","santoni","ITA",6.61,6.49,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"652",12,"yaroslav","gontaryk","UKR",6.53,6.73,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"653",13,"arsenii","shevchenko","RUS",6.57,6.75,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"654",14,"aleksandr","shikov","RUS",6.36,10.42,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"655",15,"bassa","mawem","FRA",6.21,NA,FALSE,FALSE,FALSE,TRUE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"656",16,"anton","poliakov","RUS",6.46,NA,FALSE,FALSE,FALSE,TRUE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"657",17,"vladislav","deulin","RUS",6.62,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"658",18,"robert","stewart-patterson","CAN",6.63,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"659",19,"evgenii","vaitsekhovskii","RUS",6.67,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"660",20,"jedrzej","komosinski","POL",6.68,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"661",21,"ludovico","fossali","ITA",6.93,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"662",22,"rafal","halasa","POL",6.99,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"663",23,"stanislao","zama","ITA",7.11,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"664",24,"josue","manosalvas","ECU",7.15,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"665",25,"leonardo","gontero","ITA",7.21,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"666",25,"thomas","pitzel","USA",7.21,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"667",27,"michal","lewicki","POL",7.33,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"668",28,"isaac","estevez","ECU",7.73,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"669",29,"danny","valencia","ECU",7.91,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"670",30,"jungju","kim","KOR",8,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"671",31,"maksim","diachkov","RUS",8.33,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"672",32,"marek","wojcik","POL",8.7,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"673",33,"sean","mccoll","CAN",8.71,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"674",34,"francis","bilodeau","CAN",8.84,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"675",35,"tommaso","pasqua","ITA",9.61,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"676",36,"petr","burian","CZE",9.71,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"677",37,"stefano","ghisolfi","ITA",9.97,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"678",38,"jakob","schubert","AUT",11.67,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"679",39,"keiichiro","korenaga","JPN",11.99,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"680",40,"ramel","rahimkhanov","AZE",12.46,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"681",41,"javier","cano blazquez","ESP",16.18,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"682",42,"jonatan","flor vazquez","ESP",18.15,NA,FALSE,FALSE,FALSE,FALSE,"M",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"683",1,"reza","alipour shenazandifard","IRI",6.11,6.06,FALSE,FALSE,FALSE,FALSE,"M",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"684",2,"libor","hroza","CZE",5.71,NA,FALSE,FALSE,TRUE,FALSE,"M",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"685",3,"bassa","mawem","FRA",6.06,NA,FALSE,FALSE,FALSE,FALSE,"M",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"686",4,"danyil","boldyrev","UKR",6.2,NA,FALSE,FALSE,FALSE,TRUE,"M",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"687",5,"marcin","dzienski","POL",6.3,6.03,FALSE,FALSE,FALSE,FALSE,"M",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"688",6,"aleksandr","shilov","RUS",6.26,6.16,FALSE,FALSE,FALSE,FALSE,"M",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"689",7,"stanislav","kokorin","RUS",6.59,6.28,FALSE,FALSE,FALSE,FALSE,"M",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
