"","rank","fname","lname","country","best_qual","final","fall_qual","false_start_qual","fall_final","false_start_final","sex","event_id","lane_a","lane_b","fall_lane_a","false_start_lane_a","fall_lane_b","false_start_lane_b","first_round","quarter","semi","small_final","big_final","fall_first_round","fall_quarter","fall_semi","fall_small_final","fall_big_final","false_start_first_round","false_start_quarter","false_start_semi","false_start_small_final","false_start_big_final","tomoa_skip","year","start_date","end_date","event"
"2574",18,"pierre","rebreyend","FRA",5.81,NA,FALSE,FALSE,NA,NA,"M",1194,5.818,5.924,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2575",19,"zaenal","aripin","INA",5.82,NA,FALSE,FALSE,NA,NA,"M",1194,NA,5.824,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2576",20,"guillaume","moro","FRA",5.84,NA,FALSE,FALSE,NA,NA,"M",1194,5.847,5.844,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2577",21,"yaroslav","tkach","UKR",5.85,NA,FALSE,FALSE,NA,NA,"M",1194,6.074,5.85,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2578",22,"kostiantyn","pavlenko","UKR",5.86,NA,FALSE,FALSE,NA,NA,"M",1194,5.987,5.865,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2579",23,"erik","noya cardona","ESP",5.89,NA,FALSE,FALSE,NA,NA,"M",1194,6.021,5.892,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2580",24,"aleksandr","shilov","RUS",5.9,NA,FALSE,FALSE,NA,NA,"M",1194,6.238,5.904,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2581",25,"ludovico","fossali","ITA",5.94,NA,FALSE,FALSE,NA,NA,"M",1194,5.944,7.295,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2582",26,"amir","maimuratov","KAZ",5.99,NA,FALSE,FALSE,NA,NA,"M",1194,6.203,5.994,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2583",27,"tobias","plangger","AUT",6.05,NA,FALSE,FALSE,NA,NA,"M",1194,6.05,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2584",28,"denis","karpikov","RUS",6.09,NA,FALSE,FALSE,NA,NA,"M",1194,6.091,9.207,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2585",29,"leander","carmanns","GER",6.14,NA,FALSE,FALSE,NA,NA,"M",1194,6.316,6.14,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2586",30,"hajime","takeda","JPN",6.26,NA,FALSE,FALSE,NA,NA,"M",1194,7.324,6.268,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2587",31,"alberto","ginés lópez","ESP",6.29,NA,FALSE,FALSE,NA,NA,"M",1194,6.621,6.295,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2588",32,"lukas","knapp","AUT",6.3,NA,FALSE,FALSE,NA,NA,"M",1194,6.813,6.304,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2589",33,"linus","bader","GER",6.31,NA,FALSE,FALSE,NA,NA,"M",1194,7.351,6.318,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2590",34,"joe","goodacre","USA",6.32,NA,FALSE,FALSE,NA,NA,"M",1194,6.326,6.702,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2591",35,"beknur","altynbekov","KAZ",6.33,NA,FALSE,FALSE,NA,NA,"M",1194,6.33,6.445,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2592",36,"jan","kriz","CZE",6.41,NA,FALSE,FALSE,NA,NA,"M",1194,6.411,7.866,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2593",37,"colin","duffy","USA",6.46,NA,FALSE,FALSE,NA,NA,"M",1194,6.465,6.738,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2594",38,"iaroslav","pashkov","RUS",6.54,NA,FALSE,FALSE,NA,NA,"M",1194,7.463,6.546,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2595",39,"alisher","murat","KAZ",6.601,NA,FALSE,FALSE,NA,NA,"M",1194,6.601,7.697,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2596",40,"mohsen","shafiei","IRI",6.606,NA,FALSE,FALSE,NA,NA,"M",1194,6.606,8.082,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2597",41,"unax","uterga flamarique","ESP",6.69,NA,FALSE,FALSE,NA,NA,"M",1194,7.295,6.699,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2598",42,"michael","piccolruaz","ITA",6.7,NA,FALSE,FALSE,NA,NA,"M",1194,9.093,6.704,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2599",43,"bohdan","botnar","UKR",6.72,NA,FALSE,FALSE,NA,NA,"M",1194,6.721,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2600",44,"ethan","pitcher","CAN",6.86,NA,FALSE,FALSE,NA,NA,"M",1194,6.867,8.321,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2601",45,"nathaniel","coleman","USA",6.92,NA,FALSE,FALSE,NA,NA,"M",1194,6.923,9.201,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2602",46,"alejandro","rivas domínguez","ESP",7.03,NA,FALSE,FALSE,NA,NA,"M",1194,7.032,7.716,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2603",47,"alessandro","cingari","ITA",7.28,NA,FALSE,FALSE,NA,NA,"M",1194,7.284,8.409,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2604",48,"alessandro","boulos","ITA",7.49,NA,FALSE,FALSE,NA,NA,"M",1194,7.49,10.091,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2605",49,"alexander","megos","GER",7.91,NA,FALSE,FALSE,NA,NA,"M",1194,7.916,9.651,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2606",50,"christian","wagner","CHI",8.38,NA,FALSE,FALSE,NA,NA,"M",1194,8.382,9.586,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2607",51,"jun","yasukawa","JPN",8.58,NA,FALSE,FALSE,NA,NA,"M",1194,NA,8.584,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2608",NA,"munekazu","kitami","JPN",NA,NA,FALSE,FALSE,NA,NA,"M",1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2609",NA,"sebastian","lucke","GER",NA,NA,FALSE,FALSE,NA,NA,"M",1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2021,2021-07-01,2021-07-03,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021"
"2610",1,"danyil","boldyrev","UKR",5.8,5.73,FALSE,FALSE,FALSE,FALSE,"M",1185,NA,NA,NA,NA,NA,NA,5.844,5.8,6.14,NA,5.73,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,2021,2021-09-16,2021-09-21,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
"2611",2,"erik","noya cardona","ESP",5.817,5.95,FALSE,FALSE,FALSE,FALSE,"M",1185,NA,NA,NA,NA,NA,NA,5.7,5.87,5.74,NA,5.95,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,TRUE,2021,2021-09-16,2021-09-21,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
"2612",3,"noah","bratschi","USA",5.791,6.31,FALSE,FALSE,FALSE,FALSE,"M",1185,NA,NA,NA,NA,NA,NA,5.77,5.84,6.06,6.31,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,2021,2021-09-16,2021-09-21,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
"2613",4,"guillaume","moro","FRA",5.85,8.46,FALSE,FALSE,FALSE,FALSE,"M",1185,NA,NA,NA,NA,NA,NA,5.75,7.76,6.47,8.46,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,TRUE,2021,2021-09-16,2021-09-21,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
"2614",5,"tobias","plangger","AUT",5.945,5.98,FALSE,FALSE,FALSE,FALSE,"M",1185,NA,NA,NA,NA,NA,NA,6.01,5.98,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,2021,2021-09-16,2021-09-21,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
"2615",6,"john","brosler","USA",5.76,NA,FALSE,FALSE,TRUE,FALSE,"M",1185,NA,NA,NA,NA,NA,NA,5.72,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,2021,2021-09-16,2021-09-21,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
"2616",7,"rishat","khaibullin","KAZ",5.946,NA,FALSE,FALSE,TRUE,FALSE,"M",1185,NA,NA,NA,NA,NA,NA,5.76,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,2021,2021-09-16,2021-09-21,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
"2617",8,"vladislav","deulin","CFR",5.74,NA,FALSE,FALSE,TRUE,FALSE,"M",1185,NA,NA,NA,NA,NA,NA,6.06,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,2021,2021-09-16,2021-09-21,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
"2618",9,"reza","alipour shenazandifard","IRI",5.797,5.75,FALSE,FALSE,FALSE,FALSE,"M",1185,NA,NA,NA,NA,NA,NA,5.75,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,2021,2021-09-16,2021-09-21,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
"2619",10,"marcin","dzienski","POL",5.71,5.83,FALSE,FALSE,FALSE,FALSE,"M",1185,NA,NA,NA,NA,NA,NA,5.83,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,2021,2021-09-16,2021-09-21,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
"2620",11,"gian luca","zodda","ITA",5.814,5.849,FALSE,FALSE,FALSE,FALSE,"M",1185,NA,NA,NA,NA,NA,NA,5.849,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,2021,2021-09-16,2021-09-21,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
"2621",12,"amir","maimuratov","KAZ",5.84,5.91,FALSE,FALSE,FALSE,FALSE,"M",1185,NA,NA,NA,NA,NA,NA,5.91,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,2021,2021-09-16,2021-09-21,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
"2622",13,"arsenii","bogomolov","CFR",5.77,6.07,FALSE,FALSE,FALSE,FALSE,"M",1185,NA,NA,NA,NA,NA,NA,6.07,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,2021,2021-09-16,2021-09-21,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
"2623",14,"pierre","rebreyend","FRA",5.9,6.17,FALSE,FALSE,FALSE,FALSE,"M",1185,5.905,6.512,FALSE,FALSE,FALSE,FALSE,6.17,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,2021,2021-09-16,2021-09-21,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
"2624",15,"dmitrii","timofeev","CFR",5.72,NA,FALSE,FALSE,TRUE,FALSE,"M",1185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,TRUE,2021,2021-09-16,2021-09-21,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021"
