"","rank","fname","lname","country","best_qual","final","fall_qual","false_start_qual","fall_final","false_start_final","sex","event_id","lane_a","lane_b","fall_lane_a","false_start_lane_a","fall_lane_b","false_start_lane_b","quarter","semi","small_final","big_final","fall_quarter","fall_semi","fall_small_final","fall_big_final","false_start_quarter","false_start_semi","false_start_small_final","false_start_big_final","first_round","fall_first_round","false_start_first_round","tomoa_skip","year","start_date","end_date","event"
"513",15,"anna","brozek","POL",9.9,NA,FALSE,FALSE,TRUE,FALSE,"F",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"514",16,"aurelia","sarisson","FRA",11.52,NA,FALSE,FALSE,TRUE,FALSE,"F",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-06-26,2015-06-27,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015"
"515",1,"anouck","jaubert","FRA",7.78,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"516",2,"iuliia","kaplina","RUS",7.64,NA,FALSE,FALSE,FALSE,TRUE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"517",3,"mariia","krasavina","RUS",7.97,8.02,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"518",4,"anna","tsyganova","RUS",8.12,10.54,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"519",5,"edyta","ropek","POL",8.26,8.13,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"520",6,"yuliya","levochkina","RUS",8.67,8.23,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"521",7,"aleksandra","miroslaw","POL",8.52,9.5,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"522",8,"elena","timofeeva","RUS",8.32,9.81,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"523",9,"klaudia","buczek","POL",8.61,8.46,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"524",10,"alla","marenych","UKR",8.76,8.62,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"525",11,"yana","lugovenko","UKR",8.95,8.87,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"526",12,"aurelia","sarisson","FRA",8.97,9.03,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"527",13,"alina","gaidamakina","RUS",8.7,9.06,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"528",14,"svetlana","motovilova","RUS",9.12,9.47,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"529",15,"patrycja","chudziak","POL",8.67,9.89,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"530",16,"anna","brozek","POL",8.93,12.22,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"531",17,"anastasiia","golikova","RUS",9.32,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"532",18,"nina","lach","AUT",9.38,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"533",19,"alexandra","elmer","AUT",9.49,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"534",20,"monika","prokopiuk-kawecka","POL",9.6,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"535",21,"andrea","rojas","ECU",9.61,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"536",22,"farnaz","esmaeilzadeh","IRI",9.66,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"537",23,"victoire","andrier","FRA",9.75,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"538",24,"margaux","deschamps","FRA",9.88,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"539",25,"stefanie","pichler","AUT",10.22,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"540",25,"margaryta","zakharova","UKR",10.22,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"541",27,"silvia","porta","ITA",10.79,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"542",28,"giorgia","randi","ITA",10.93,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"543",29,"alison","stewart-patterson","CAN",11.55,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"544",30,"daria","kan","RUS",11.86,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"545",31,"giulia","fossali","ITA",12.19,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"546",32,"ginevra","casellato","ITA",12.27,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"547",33,"charlotte","durif","FRA",12.33,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"548",34,"jessica","pilz","AUT",13.57,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"549",35,"mina","markovic","SLO",20.22,NA,FALSE,FALSE,FALSE,FALSE,"F",902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-07-10,2015-07-12,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015"
"550",1,"mariia","krasavina","RUS",8.03,7.86,FALSE,FALSE,FALSE,FALSE,"F",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"551",2,"anouck","jaubert","FRA",8.13,8.11,FALSE,FALSE,FALSE,FALSE,"F",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"552",3,"edyta","ropek","POL",8.57,12.31,FALSE,FALSE,FALSE,FALSE,"F",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"553",4,"iuliia","kaplina","RUS",8.36,NA,FALSE,FALSE,TRUE,FALSE,"F",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"554",5,"aleksandra","miroslaw","POL",8.92,8.57,FALSE,FALSE,FALSE,FALSE,"F",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"555",6,"alla","marenych","UKR",9.04,10.03,FALSE,FALSE,FALSE,FALSE,"F",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"556",7,"klaudia","buczek","POL",8.84,10.52,FALSE,FALSE,FALSE,FALSE,"F",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"557",8,"anna","tsyganova","RUS",8.37,14.66,FALSE,FALSE,FALSE,FALSE,"F",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"558",9,"alexandra","elmer","AUT",9.62,NA,FALSE,FALSE,FALSE,FALSE,"F",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"559",10,"nina","lach","AUT",9.72,NA,FALSE,FALSE,FALSE,FALSE,"F",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"560",11,"svetlana","motovilova","RUS",9.79,NA,FALSE,FALSE,FALSE,FALSE,"F",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"561",12,"andrea","rojas","ECU",10.92,NA,FALSE,FALSE,FALSE,FALSE,"F",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"562",13,"zhuoma","pubu","CHN",13.02,NA,FALSE,FALSE,FALSE,FALSE,"F",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"563",14,"risa","ota","JPN",20.72,NA,FALSE,FALSE,FALSE,FALSE,"F",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"564",15,"jain","kim","KOR",21.17,NA,FALSE,FALSE,FALSE,FALSE,"F",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"565",16,"anna","brozek","POL",NA,NA,TRUE,FALSE,FALSE,FALSE,"F",908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2015,2015-10-17,2015-10-18,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015"
"566",1,"iuliia","kaplina","RUS",8.47,8.63,FALSE,FALSE,FALSE,FALSE,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"567",2,"klaudia","buczek","POL",8.77,10.16,FALSE,FALSE,FALSE,FALSE,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"568",3,"aleksandra","miroslaw","POL",9.62,10.38,FALSE,FALSE,FALSE,FALSE,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"569",4,"purnamasari","ita triana","INA",9.56,10.41,FALSE,FALSE,FALSE,FALSE,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"570",5,"anouck","jaubert","FRA",8.52,8.31,FALSE,FALSE,FALSE,FALSE,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"571",6,"edyta","ropek","POL",8.92,9.19,FALSE,FALSE,FALSE,FALSE,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"572",7,"alla","marenych","UKR",9.61,9.38,FALSE,FALSE,FALSE,FALSE,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"573",8,"anna","tsyganova","RUS",8.4,9.68,FALSE,FALSE,FALSE,FALSE,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"574",9,"aurelia","sarisson","FRA",8.99,8.82,FALSE,FALSE,FALSE,FALSE,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"575",10,"nina","lach","AUT",9.28,9.28,FALSE,FALSE,FALSE,FALSE,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"576",11,"stefanie","pichler","AUT",9.94,9.72,FALSE,FALSE,FALSE,FALSE,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"577",12,"syafiiyah","dhorifatus","INA",10.36,9.9,FALSE,FALSE,FALSE,FALSE,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"578",13,"alexandra","elmer","AUT",10.02,9.92,FALSE,FALSE,FALSE,FALSE,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"579",14,"anna","brozek","POL",9.32,9.95,FALSE,FALSE,FALSE,FALSE,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"580",15,"cuilian","he","CHN",10.51,10.13,FALSE,FALSE,FALSE,FALSE,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"581",16,"peiyang","tian","CHN",11.32,14.05,FALSE,FALSE,FALSE,FALSE,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"582",17,"lamu","renqing","CHN",13.62,NA,FALSE,FALSE,NA,NA,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"583",18,"miwa","oba","JPN",NA,NA,TRUE,FALSE,NA,NA,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"584",18,"zhuoma","pubu","CHN",NA,NA,FALSE,TRUE,NA,NA,"F",939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-04-30,2016-05-01,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016"
"585",1,"iuliia","kaplina","RUS",7.98,8.01,FALSE,FALSE,FALSE,FALSE,"F",940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-05-07,2016-05-08,"IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016"
"586",2,"alla","marenych","UKR",9.23,9.31,FALSE,FALSE,FALSE,FALSE,"F",940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-05-07,2016-05-08,"IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016"
"587",3,"anna","tsyganova","RUS",8.11,7.98,FALSE,FALSE,FALSE,FALSE,"F",940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-05-07,2016-05-08,"IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016"
"588",4,"aleksandra","miroslaw","POL",8.5,8.34,FALSE,FALSE,FALSE,FALSE,"F",940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-05-07,2016-05-08,"IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016"
"589",5,"cuilian","he","CHN",9.34,8.97,FALSE,FALSE,FALSE,FALSE,"F",940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-05-07,2016-05-08,"IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016"
"590",6,"aurelia","sarisson","FRA",8.64,9.43,FALSE,FALSE,FALSE,FALSE,"F",940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-05-07,2016-05-08,"IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016"
"591",7,"klaudia","buczek","POL",8.17,9.92,FALSE,FALSE,FALSE,FALSE,"F",940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-05-07,2016-05-08,"IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016"
"592",8,"anouck","jaubert","FRA",7.81,10.6,FALSE,FALSE,FALSE,FALSE,"F",940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2016,2016-05-07,2016-05-08,"IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016"
